threshold,precision,recall,f1,true_negatives,false_positives,false_negatives,true_positives,business_cost
0.5199999999999999,0.6755760368663595,0.4903010033444816,0.568217054263566,3787,352,762,733,398600.0
0.5299999999999999,0.6846673095467696,0.47491638795986624,0.5608214849921012,3812,327,785,710,408850.0
0.5399999999999999,0.691,0.46220735785953176,0.5539078156312626,3830,309,804,691,417450.0
0.5499999999999999,0.6934156378600823,0.4508361204013378,0.5464126469396028,3841,298,821,674,425400.0
0.5599999999999999,0.7023809523809523,0.43411371237458196,0.5365853658536586,3864,275,846,649,436750.0
0.57,0.699546485260771,0.41270903010033444,0.5191417753470762,3874,265,878,617,452250.0
0.58,0.7077844311377246,0.39531772575250834,0.5072961373390558,3895,244,904,591,464200.0
0.59,0.715,0.3826086956521739,0.4984749455337691,3911,228,923,572,472900.0
0.6,0.7263294422827496,0.3745819397993311,0.4942630185348632,3928,211,935,560,478050.0
0.61,0.7290233837689133,0.35451505016722407,0.47704770477047703,3942,197,965,530,492350.0
0.62,0.7325581395348837,0.33712374581939797,0.46174988547869905,3955,184,991,504,504700.0
0.63,0.7404580152671756,0.32441471571906355,0.4511627906976744,3969,170,1010,485,513500.0
0.6399999999999999,0.7544426494345718,0.31237458193979933,0.44181646168401134,3987,152,1028,467,521600.0
0.6499999999999999,0.7653061224489796,0.3010033444816054,0.4320691310609698,4001,138,1045,450,529400.0
0.6599999999999999,0.7697841726618705,0.2862876254180602,0.4173573866406631,4011,128,1067,428,539900.0
0.6699999999999999,0.7786407766990291,0.2682274247491639,0.3990049751243781,4025,114,1094,401,552700.0
0.6799999999999999,0.7871900826446281,0.2548494983277592,0.38504295098534613,4036,103,1114,381,562150.0
0.69,0.8,0.23812709030100335,0.3670103092783505,4050,89,1139,356,573950.0
0.7,0.8199513381995134,0.2254180602006689,0.35362014690451204,4065,74,1158,337,582700.0
0.71,0.8253164556962025,0.2180602006688963,0.344973544973545,4070,69,1169,326,587950.0
0.72,0.8256130790190735,0.20267558528428092,0.32545649838882923,4075,64,1192,303,599200.0
0.73,0.8362573099415205,0.19130434782608696,0.31137724550898205,4083,56,1209,286,607300.0
0.74,0.8456591639871383,0.17591973244147158,0.2912513842746401,4091,48,1232,263,618400.0
0.7499999999999999,0.8566433566433567,0.16387959866220736,0.2751263335204941,4098,41,1250,245,627050.0
0.7599999999999999,0.8730769230769231,0.15183946488294314,0.2586894586894587,4106,33,1268,227,635650.0
0.7699999999999999,0.8728813559322034,0.13779264214046824,0.23801270941652225,4109,30,1289,206,646000.0
0.7799999999999999,0.8915094339622641,0.12642140468227425,0.22144112478031636,4116,23,1306,189,654150.0
0.7899999999999999,0.8870967741935484,0.11036789297658862,0.19631171921475313,4118,21,1330,165,666050.0
0.7999999999999999,0.888235294117647,0.10100334448160535,0.18138138138138138,4120,19,1344,151,672950.0
0.8099999999999999,0.8974358974358975,0.09364548494983277,0.16959418534221685,4123,16,1355,140,678300.0
0.82,0.8857142857142857,0.08294314381270904,0.15168195718654434,4123,16,1371,124,686300.0
0.83,0.8803418803418803,0.06889632107023412,0.12779156327543426,4125,14,1392,103,696700.0
0.84,0.8681318681318682,0.05284280936454849,0.09962168978562422,4127,12,1416,79,708600.0
0.8499999999999999,0.8611111111111112,0.04147157190635452,0.07913209955328654,4129,10,1433,62,717000.0
